"rowGrp","colGrp","rowLevels","n","n_se"
"sex","ins_lt65","Female",15151,0
"sex","ins_ge65","Male",1898,0
"sex","ins_ge65","Female",2474,0
"racesex","insurance","Female, Amer. Indian, AK Native, or mult. races",580,0
"racesex","insurance","Female, Asian, Hawaiian, or Pacific Islander",1310,0
"racesex","insurance","Female, Black",3583,0
"racesex","insurance","Female, Hispanic",5741,0
"racesex","insurance","Female, White",6411,0
"racesex","insurance","Male, Amer. Indian, AK Native, or mult. races",608,0
"racesex","insurance","Male, Asian, Hawaiian, or Pacific Islander",1211,0
"racesex","insurance","Male, Black",2968,0
"racesex","insurance","Male, Hispanic",5327,0
"racesex","insurance","Male, White",6154,0
"racesex","ins_lt65","Female, Amer. Indian, AK Native, or mult. races",522,0
"racesex","ins_lt65","Female, Asian, Hawaiian, or Pacific Islander",1107,0
"racesex","ins_lt65","Female, Black",3127,0
"racesex","ins_lt65","Female, Hispanic",5333,0
"racesex","ins_lt65","Female, White",5062,0
"racesex","ins_lt65","Male, Amer. Indian, AK Native, or mult. races",574,0
"racesex","ins_lt65","Male, Asian, Hawaiian, or Pacific Islander",1058,0
"racesex","ins_lt65","Male, Black",2664,0
"racesex","ins_lt65","Male, Hispanic",5034,0
"racesex","ins_lt65","Male, White",5040,0
"racesex","ins_ge65","Female, Amer. Indian, AK Native, or mult. races",58,0
"racesex","ins_ge65","Female, Asian, Hawaiian, or Pacific Islander",203,0
"racesex","ins_ge65","Female, Black",456,0
"racesex","ins_ge65","Female, Hispanic",408,0
"racesex","ins_ge65","Female, White",1349,0
"racesex","ins_ge65","Male, Amer. Indian, AK Native, or mult. races",34,0
"racesex","ins_ge65","Male, Asian, Hawaiian, or Pacific Islander",153,0
"racesex","ins_ge65","Male, Black",304,0
"racesex","ins_ge65","Male, Hispanic",293,0
"racesex","ins_ge65","Male, White",1114,0
"education","insurance","Less than high school",5101,0
"education","insurance","High school",7412,0
"education","insurance","Some college",11963,0
"education","insurance","Inapplicable (age < 18)",9202,0
"education","insurance","Missing",215,0
"education","ins_lt65","Less than high school",4024,0
"education","ins_lt65","High school",6100,0
"education","ins_lt65","Some college",10037,0
"education","ins_lt65","Inapplicable (age < 18)",9202,0
"education","ins_lt65","Missing",158,0
"education","ins_ge65","Less than high school",1077,0
"education","ins_ge65","High school",1312,0
"education","ins_ge65","Some college",1926,0
"education","ins_ge65","Missing",57,0
"employed","insurance","Employed",15100,0
"employed","insurance","Not employed",10634,0
"employed","insurance","Inapplicable (age < 16)",8140,0
"employed","insurance","Missing",19,0
"employed","ins_lt65","Employed",14405,0
"employed","ins_lt65","Not employed",6963,0
"employed","ins_lt65","Inapplicable (age < 16)",8140,0
"employed","ins_lt65","Missing",13,0
"employed","ins_ge65","Employed",695,0
"employed","ins_ge65","Not employed",3671,0
"employed","ins_ge65","Missing",6,0
"poverty","insurance","Negative or poor",7604,0
"poverty","insurance","Near-poor",2167,0
"poverty","insurance","Low income",5601,0
"poverty","insurance","Middle income",9642,0
"poverty","insurance","High income",8879,0
"poverty","ins_lt65","Negative or poor",6923,0
"poverty","ins_lt65","Near-poor",1847,0
"poverty","ins_lt65","Low income",4874,0
"poverty","ins_lt65","Middle income",8359,0
"poverty","ins_lt65","High income",7518,0
"poverty","ins_ge65","Negative or poor",681,0
"poverty","ins_ge65","Near-poor",320,0
"poverty","ins_ge65","Low income",727,0
"poverty","ins_ge65","Middle income",1283,0
"poverty","ins_ge65","High income",1361,0
"health","insurance","Excellent",10842,0
"health","insurance","Very good",9826,0
"health","insurance","Good",9079,0
"health","insurance","Fair",3231,0
"health","insurance","Poor",866,0
"health","insurance","Missing",49,0
"health","ins_lt65","Excellent",10194,0
"health","ins_lt65","Very good",8656,0
"health","ins_lt65","Good",7654,0
"health","ins_lt65","Fair",2416,0
"health","ins_lt65","Poor",580,0
"health","ins_lt65","Missing",21,0
"health","ins_ge65","Excellent",648,0
"health","ins_ge65","Very good",1170,0
"health","ins_ge65","Good",1425,0
"health","ins_ge65","Fair",815,0
"health","ins_ge65","Poor",286,0
"health","ins_ge65","Missing",28,0
"mnhlth","insurance","Excellent",13911,0
"mnhlth","insurance","Very good",8985,0
"mnhlth","insurance","Good",8454,0
"mnhlth","insurance","Fair",1985,0
"mnhlth","insurance","Poor",506,0
"mnhlth","insurance","Missing",52,0
"mnhlth","ins_lt65","Excellent",12788,0
"mnhlth","ins_lt65","Very good",7761,0
"mnhlth","ins_lt65","Good",7090,0
"mnhlth","ins_lt65","Fair",1513,0
"mnhlth","ins_lt65","Poor",345,0
"mnhlth","ins_lt65","Missing",24,0
"mnhlth","ins_ge65","Excellent",1123,0
"mnhlth","ins_ge65","Very good",1224,0
"mnhlth","ins_ge65","Good",1364,0
"mnhlth","ins_ge65","Fair",472,0
"mnhlth","ins_ge65","Poor",161,0
"mnhlth","ins_ge65","Missing",28,0
"agegrps_v2X","insurance","Under 18",9202,0
"agegrps_v2X","insurance","18-64",20319,0
"agegrps_v2X","insurance","65+",4372,0
"agegrps_v2X","ins_lt65","Under 18",9202,0
"agegrps_v2X","ins_lt65","18-64",20319,0
"agegrps_v2X","ins_ge65","65+",4372,0
"agegrps_v3X","insurance","Under 5",2244,0
"agegrps_v3X","insurance","5-6",1111,0
"agegrps_v3X","insurance","7-12",3246,0
"agegrps_v3X","insurance","13-17",2601,0
"agegrps_v3X","insurance","18",506,0
"agegrps_v3X","insurance","19-24",2613,0
"agegrps_v3X","insurance","25-29",2289,0
"agegrps_v3X","insurance","30-34",2314,0
"agegrps_v3X","insurance","35-44",4322,0
"agegrps_v3X","insurance","45-54",4385,0
"agegrps_v3X","insurance","55-64",3890,0
"agegrps_v3X","insurance","65+",4372,0
"agegrps_v3X","ins_lt65","Under 5",2244,0
"agegrps_v3X","ins_lt65","5-6",1111,0
"agegrps_v3X","ins_lt65","7-12",3246,0
"agegrps_v3X","ins_lt65","13-17",2601,0
"agegrps_v3X","ins_lt65","18",506,0
"agegrps_v3X","ins_lt65","19-24",2613,0
"agegrps_v3X","ins_lt65","25-29",2289,0
"agegrps_v3X","ins_lt65","30-34",2314,0
"agegrps_v3X","ins_lt65","35-44",4322,0
"agegrps_v3X","ins_lt65","45-54",4385,0
"agegrps_v3X","ins_lt65","55-64",3890,0
"agegrps_v3X","ins_ge65","65+",4372,0
