"stat_var","stat_label","row_group","row_var","row_label","rowLevels","col_group","col_var","col_label","colLevels","coef","se","caption"
"totPOP","Number of people","Demographics","agegrps","Age groups","5-17","Preventive Care","child_dental","Children receiving dental care","One or more dental visits","32,350","1,174","Children ages 2-17 receiving dental care, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","Under 5","Preventive Care","child_dental","Children receiving dental care","No dental visits in past year","7,102","390","Children ages 2-17 receiving dental care, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","5-17","Preventive Care","child_dental","Children receiving dental care","No dental visits in past year","21,610","939","Children ages 2-17 receiving dental care, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","Under 18","Preventive Care","child_dental","Children receiving dental care","One or more dental visits","37,629","1,376","Children ages 2-17 receiving dental care, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","Under 18","Preventive Care","child_dental","Children receiving dental care","No dental visits in past year","28,712","1,151","Children ages 2-17 receiving dental care, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","All persons","Diabetes Care","diab_a1c","Hemoglobin A1c measurement","Had measurement","18,892","817","Hemoglobin A1c measurement among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","All persons","Diabetes Care","diab_a1c","Hemoglobin A1c measurement","Did not have measurement","2,095","196","Hemoglobin A1c measurement among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","All persons","Diabetes Care","diab_a1c","Hemoglobin A1c measurement","Don't know/Non-response","5,286","335","Hemoglobin A1c measurement among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","18-44","Diabetes Care","diab_a1c","Hemoglobin A1c measurement","Had measurement","2,143","237","Hemoglobin A1c measurement among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","45-64","Diabetes Care","diab_a1c","Hemoglobin A1c measurement","Had measurement","8,005","476","Hemoglobin A1c measurement among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","18-44","Diabetes Care","diab_a1c","Hemoglobin A1c measurement","Did not have measurement","512","120","Hemoglobin A1c measurement among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","45-64","Diabetes Care","diab_a1c","Hemoglobin A1c measurement","Did not have measurement","969","121","Hemoglobin A1c measurement among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","18-44","Diabetes Care","diab_a1c","Hemoglobin A1c measurement","Don't know/Non-response","603","121","Hemoglobin A1c measurement among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","45-64","Diabetes Care","diab_a1c","Hemoglobin A1c measurement","Don't know/Non-response","1,925","218","Hemoglobin A1c measurement among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","18-64","Diabetes Care","diab_a1c","Hemoglobin A1c measurement","Had measurement","10,149","562","Hemoglobin A1c measurement among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","65+","Diabetes Care","diab_a1c","Hemoglobin A1c measurement","Had measurement","8,744","489","Hemoglobin A1c measurement among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","18-64","Diabetes Care","diab_a1c","Hemoglobin A1c measurement","Did not have measurement","1,482","168","Hemoglobin A1c measurement among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","65+","Diabetes Care","diab_a1c","Hemoglobin A1c measurement","Did not have measurement","614","102","Hemoglobin A1c measurement among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","18-64","Diabetes Care","diab_a1c","Hemoglobin A1c measurement","Don't know/Non-response","2,527","240","Hemoglobin A1c measurement among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","65+","Diabetes Care","diab_a1c","Hemoglobin A1c measurement","Don't know/Non-response","2,758","239","Hemoglobin A1c measurement among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","All persons","Diabetes Care","diab_chol","Lipid profile","Don't know/Non-response","342","84","Lipid profile among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","All persons","Diabetes Care","diab_chol","Lipid profile","In the past year","22,965","854","Lipid profile among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","All persons","Diabetes Care","diab_chol","Lipid profile","More than 1 year ago","2,226","221","Lipid profile among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","All persons","Diabetes Care","diab_chol","Lipid profile","Never had cholesterol checked","740","131","Lipid profile among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","18-44","Diabetes Care","diab_chol","Lipid profile","Don't know/Non-response","47*","23","Lipid profile among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","45-64","Diabetes Care","diab_chol","Lipid profile","Don't know/Non-response","86*","35","Lipid profile among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","18-44","Diabetes Care","diab_chol","Lipid profile","In the past year","2,575","260","Lipid profile among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","45-64","Diabetes Care","diab_chol","Lipid profile","In the past year","9,348","482","Lipid profile among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","18-44","Diabetes Care","diab_chol","Lipid profile","More than 1 year ago","438","95","Lipid profile among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","45-64","Diabetes Care","diab_chol","Lipid profile","More than 1 year ago","1,147","183","Lipid profile among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","18-44","Diabetes Care","diab_chol","Lipid profile","Never had cholesterol checked","198","51","Lipid profile among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","45-64","Diabetes Care","diab_chol","Lipid profile","Never had cholesterol checked","319","83","Lipid profile among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","18-64","Diabetes Care","diab_chol","Lipid profile","Don't know/Non-response","132*","42","Lipid profile among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","65+","Diabetes Care","diab_chol","Lipid profile","Don't know/Non-response","210*","72","Lipid profile among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","18-64","Diabetes Care","diab_chol","Lipid profile","In the past year","11,923","578","Lipid profile among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","65+","Diabetes Care","diab_chol","Lipid profile","In the past year","11,042","528","Lipid profile among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","18-64","Diabetes Care","diab_chol","Lipid profile","More than 1 year ago","1,585","200","Lipid profile among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","65+","Diabetes Care","diab_chol","Lipid profile","More than 1 year ago","641","86","Lipid profile among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","18-64","Diabetes Care","diab_chol","Lipid profile","Never had cholesterol checked","517","96","Lipid profile among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","65+","Diabetes Care","diab_chol","Lipid profile","Never had cholesterol checked","223*","81","Lipid profile among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","All persons","Diabetes Care","diab_eye","Eye exam","Don't know/Non-response","334","86","Eye exam among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","All persons","Diabetes Care","diab_eye","Eye exam","In the past year","17,661","771","Eye exam among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","All persons","Diabetes Care","diab_eye","Eye exam","More than 1 year ago","5,296","353","Eye exam among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","All persons","Diabetes Care","diab_eye","Eye exam","Never had eye exam","2,983","282","Eye exam among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","18-44","Diabetes Care","diab_eye","Eye exam","Don't know/Non-response",NA,NA,"Eye exam among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","45-64","Diabetes Care","diab_eye","Eye exam","Don't know/Non-response","109*","41","Eye exam among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","18-44","Diabetes Care","diab_eye","Eye exam","In the past year","1,723","228","Eye exam among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","45-64","Diabetes Care","diab_eye","Eye exam","In the past year","7,121","443","Eye exam among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","18-44","Diabetes Care","diab_eye","Eye exam","More than 1 year ago","657","122","Eye exam among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","45-64","Diabetes Care","diab_eye","Eye exam","More than 1 year ago","2,294","225","Eye exam among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","18-44","Diabetes Care","diab_eye","Eye exam","Never had eye exam","838","137","Eye exam among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","45-64","Diabetes Care","diab_eye","Eye exam","Never had eye exam","1,376","167","Eye exam among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","18-64","Diabetes Care","diab_eye","Eye exam","Don't know/Non-response","149*","48","Eye exam among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","65+","Diabetes Care","diab_eye","Eye exam","Don't know/Non-response","185*","71","Eye exam among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","18-64","Diabetes Care","diab_eye","Eye exam","In the past year","8,844","521","Eye exam among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","65+","Diabetes Care","diab_eye","Eye exam","In the past year","8,817","485","Eye exam among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","18-64","Diabetes Care","diab_eye","Eye exam","More than 1 year ago","2,951","259","Eye exam among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","65+","Diabetes Care","diab_eye","Eye exam","More than 1 year ago","2,345","194","Eye exam among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","18-64","Diabetes Care","diab_eye","Eye exam","Never had eye exam","2,213","231","Eye exam among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","65+","Diabetes Care","diab_eye","Eye exam","Never had eye exam","770","109","Eye exam among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","All persons","Diabetes Care","diab_foot","Foot care","Don't know/Non-response","402","94","Foot care among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","All persons","Diabetes Care","diab_foot","Foot care","In the past year","18,065","702","Foot care among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","All persons","Diabetes Care","diab_foot","Foot care","More than 1 year ago","2,357","225","Foot care among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","All persons","Diabetes Care","diab_foot","Foot care","Never had feet checked","5,450","366","Foot care among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","18-44","Diabetes Care","diab_foot","Foot care","Don't know/Non-response",NA,NA,"Foot care among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","45-64","Diabetes Care","diab_foot","Foot care","Don't know/Non-response","89*","29","Foot care among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","18-44","Diabetes Care","diab_foot","Foot care","In the past year","1,886","234","Foot care among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","45-64","Diabetes Care","diab_foot","Foot care","In the past year","7,041","414","Foot care among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","18-44","Diabetes Care","diab_foot","Foot care","More than 1 year ago","392","98","Foot care among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","45-64","Diabetes Care","diab_foot","Foot care","More than 1 year ago","928","146","Foot care among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","18-44","Diabetes Care","diab_foot","Foot care","Never had feet checked","901","134","Foot care among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","45-64","Diabetes Care","diab_foot","Foot care","Never had feet checked","2,842","240","Foot care among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","18-64","Diabetes Care","diab_foot","Foot care","Don't know/Non-response","168*","61","Foot care among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","65+","Diabetes Care","diab_foot","Foot care","Don't know/Non-response","234","67","Foot care among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","18-64","Diabetes Care","diab_foot","Foot care","In the past year","8,927","470","Foot care among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","65+","Diabetes Care","diab_foot","Foot care","In the past year","9,138","448","Foot care among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","18-64","Diabetes Care","diab_foot","Foot care","More than 1 year ago","1,320","182","Foot care among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","65+","Diabetes Care","diab_foot","Foot care","More than 1 year ago","1,037","129","Foot care among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","18-64","Diabetes Care","diab_foot","Foot care","Never had feet checked","3,743","281","Foot care among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","65+","Diabetes Care","diab_foot","Foot care","Never had feet checked","1,707","184","Foot care among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","All persons","Diabetes Care","diab_flu","Flu shot","Don't know/Non-response","248","53","Flu shot among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","All persons","Diabetes Care","diab_flu","Flu shot","In the past year","17,790","800","Flu shot among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
"totPOP","Number of people","Demographics","agegrps","Age groups","All persons","Diabetes Care","diab_flu","Flu shot","More than 1 year ago","2,999","232","Flu shot among adults with diabetes, number of people in thousands (standard errors) by age groups, United States"
